Date : 2022-10-24 16:59:53
Directory : c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src
Total : 326 files,  21619 codes, 2094 comments, 4484 blanks, all 28197 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| app\team                                                                                                                            |          4 |        217 |         12 |         35 |        264 |
| app\the-company                                                                                                                     |          4 |        261 |          5 |         62 |        328 |
| assets                                                                                                                              |        118 |      6,295 |        141 |      1,108 |      7,544 |
| assets\css                                                                                                                          |          1 |        158 |         18 |         31 |        207 |
| assets\i18n                                                                                                                         |          2 |        342 |          0 |          6 |        348 |
| assets\scss                                                                                                                         |         40 |      5,061 |        118 |        996 |      6,175 |
| assets\scss\paper-dashboard                                                                                                         |         39 |      5,030 |         96 |        987 |      6,113 |
| assets\scss\paper-dashboard\angular                                                                                                 |          5 |        116 |          0 |         20 |        136 |
| assets\scss\paper-dashboard\cards                                                                                                   |          5 |        138 |          0 |         33 |        171 |
| assets\scss\paper-dashboard\mixins                                                                                                  |          7 |        606 |         10 |        107 |        723 |
| assets\scss\paper-dashboard\plugins                                                                                                 |          2 |        257 |         16 |         69 |        342 |
| environments                                                                                                                        |          2 |          6 |         11 |          4 |         21 |
+-------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                            | language   | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\admin-area\admin-area.component.css                              | CSS        |          0 |          0 |          1 |          1 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\admin-area\admin-area.component.html                             | HTML       |         12 |          0 |          4 |         16 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\admin-area\admin-area.component.spec.ts                          | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\admin-area\admin-area.component.ts                               | TypeScript |         83 |          0 |         11 |         94 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\admin-nav\admin-nav.component.css                                | CSS        |         54 |          0 |         10 |         64 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\admin-nav\admin-nav.component.html                               | HTML       |         84 |        126 |         18 |        228 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\admin-nav\admin-nav.component.spec.ts                            | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\admin-nav\admin-nav.component.ts                                 | TypeScript |        117 |          1 |         28 |        146 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\adminareaproducts\adminareaproducts.component.css                | CSS        |         12 |          0 |          1 |         13 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\adminareaproducts\adminareaproducts.component.html               | HTML       |          4 |         15 |          6 |         25 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\adminareaproducts\adminareaproducts.component.spec.ts            | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\adminareaproducts\adminareaproducts.component.ts                 | TypeScript |         60 |          0 |         12 |         72 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\adminareausers\adminareausers.component.css                      | CSS        |          9 |          0 |          1 |         10 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\adminareausers\adminareausers.component.html                     | HTML       |         10 |          0 |          4 |         14 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\adminareausers\adminareausers.component.spec.ts                  | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\adminareausers\adminareausers.component.ts                       | TypeScript |         25 |          0 |          6 |         31 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\add-image-popup\add-image-popup.component.css         | CSS        |         28 |          3 |         10 |         41 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\add-image-popup\add-image-popup.component.html        | HTML       |         28 |         20 |          6 |         54 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\add-image-popup\add-image-popup.component.spec.ts     | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\add-image-popup\add-image-popup.component.ts          | TypeScript |         36 |          0 |          8 |         44 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\add-image-popup\modal-service.service.spec.ts         | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\add-image-popup\modal-service.service.ts              | TypeScript |         20 |          0 |          8 |         28 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\allimages\allimages.component.css                     | CSS        |          0 |          0 |          2 |          2 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\allimages\allimages.component.html                    | HTML       |         11 |          0 |          4 |         15 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\allimages\allimages.component.spec.ts                 | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\allimages\allimages.component.ts                      | TypeScript |         21 |          0 |          7 |         28 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-categories\insert-categories.component.css     | CSS        |          0 |          0 |          1 |          1 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-categories\insert-categories.component.html    | HTML       |         11 |          0 |          1 |         12 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-categories\insert-categories.component.spec.ts | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-categories\insert-categories.component.ts      | TypeScript |         11 |          0 |          5 |         16 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-images\insert-images.component.css             | CSS        |         80 |         23 |         18 |        121 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-images\insert-images.component.html            | HTML       |         66 |         28 |          9 |        103 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-images\insert-images.component.spec.ts         | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-images\insert-images.component.ts              | TypeScript |        123 |         18 |         19 |        160 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-pdf\insert-pdf.component.css                   | CSS        |         88 |         23 |         21 |        132 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-pdf\insert-pdf.component.html                  | HTML       |         65 |         52 |          7 |        124 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-pdf\insert-pdf.component.spec.ts               | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-pdf\insert-pdf.component.ts                    | TypeScript |         97 |          1 |         15 |        113 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-products\insert-products.component.css         | CSS        |        104 |         23 |         30 |        157 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-products\insert-products.component.html        | HTML       |        136 |        130 |         10 |        276 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-products\insert-products.component.spec.ts     | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\insert-products\insert-products.component.ts          | TypeScript |        162 |         26 |         42 |        230 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\offer-popup\offer-popup.component.css                 | CSS        |         22 |          0 |          7 |         29 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\offer-popup\offer-popup.component.html                | HTML       |         47 |         16 |          6 |         69 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\offer-popup\offer-popup.component.spec.ts             | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\offer-popup\offer-popup.component.ts                  | TypeScript |         25 |          0 |          7 |         32 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\pop-up-login\pop-up-login.component.css               | CSS        |         50 |          0 |         10 |         60 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\pop-up-login\pop-up-login.component.html              | HTML       |         39 |          1 |          1 |         41 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\pop-up-login\pop-up-login.component.spec.ts           | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\pop-up-login\pop-up-login.component.ts                | TypeScript |        125 |          3 |         13 |        141 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\searchbar\searchbar.component.css                     | CSS        |          7 |          0 |          5 |         12 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\searchbar\searchbar.component.html                    | HTML       |          9 |          0 |          3 |         12 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\searchbar\searchbar.component.spec.ts                 | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\searchbar\searchbar.component.ts                      | TypeScript |         47 |          0 |          9 |         56 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\update-categories\update-categories.component.css     | CSS        |          6 |          0 |          2 |          8 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\update-categories\update-categories.component.html    | HTML       |         14 |          0 |          1 |         15 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\update-categories\update-categories.component.spec.ts | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\update-categories\update-categories.component.ts      | TypeScript |         11 |          0 |          5 |         16 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\update-colors\update-colors.component.css             | CSS        |          4 |          0 |          0 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\update-colors\update-colors.component.html            | HTML       |         15 |          8 |          4 |         27 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\update-colors\update-colors.component.spec.ts         | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\update-colors\update-colors.component.ts              | TypeScript |         11 |          0 |          5 |         16 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\upload-image\upload-image.component.css               | CSS        |         52 |          0 |         10 |         62 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\upload-image\upload-image.component.html              | HTML       |         23 |         21 |          3 |         47 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\upload-image\upload-image.component.spec.ts           | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\upload-image\upload-image.component.ts                | TypeScript |         65 |         24 |         24 |        113 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\upload-image\upload-image.service.spec.ts             | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\upload-image\upload-image.service.ts                  | TypeScript |         23 |          0 |          8 |         31 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\upload-pdf\upload-pdf.component.css                   | CSS        |         52 |          0 |         10 |         62 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\upload-pdf\upload-pdf.component.html                  | HTML       |         23 |         10 |          3 |         36 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\upload-pdf\upload-pdf.component.spec.ts               | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\upload-pdf\upload-pdf.component.ts                    | TypeScript |         53 |          0 |         17 |         70 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\upload-pdf\upload-pdf.service.spec.ts                 | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\components\upload-pdf\upload-pdf.service.ts                      | TypeScript |         17 |          0 |          7 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\image\image.component.css                                        | CSS        |         53 |          3 |         12 |         68 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\image\image.component.html                                       | HTML       |         31 |          0 |          3 |         34 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\image\image.component.spec.ts                                    | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\image\image.component.ts                                         | TypeScript |         11 |          0 |          5 |         16 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\pdf-component\pdf-component.component.css                        | CSS        |         53 |          3 |         12 |         68 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\pdf-component\pdf-component.component.html                       | HTML       |         31 |          0 |          3 |         34 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\pdf-component\pdf-component.component.spec.ts                    | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\AdminArea\pdf-component\pdf-component.component.ts                         | TypeScript |         11 |          0 |          5 |         16 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\app-routing.module.ts                                                      | TypeScript |        167 |          0 |          9 |        176 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\app.component.css                                                          | CSS        |         61 |          0 |         16 |         77 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\app.component.html                                                         | HTML       |         77 |          7 |         11 |         95 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\app.component.spec.ts                                                      | TypeScript |         27 |          0 |          5 |         32 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\app.component.ts                                                           | TypeScript |        206 |          9 |         79 |        294 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\app.module.ts                                                              | TypeScript |        147 |          2 |         39 |        188 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\cart\cart-item\cart-item.component.css                                     | CSS        |        141 |          0 |         29 |        170 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\cart\cart-item\cart-item.component.html                                    | HTML       |         16 |          0 |          1 |         17 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\cart\cart-item\cart-item.component.spec.ts                                 | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\cart\cart-item\cart-item.component.ts                                      | TypeScript |         22 |          0 |         11 |         33 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\cart\cart-service.service.spec.ts                                          | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\cart\cart-service.service.ts                                               | TypeScript |        184 |          4 |         49 |        237 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\cart\cart.component.css                                                    | CSS        |        339 |          2 |         65 |        406 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\cart\cart.component.html                                                   | HTML       |        157 |         74 |         20 |        251 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\cart\cart.component.spec.ts                                                | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\cart\cart.component.ts                                                     | TypeScript |        193 |         11 |         72 |        276 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\cart\favorite\favorite.component.css                                       | CSS        |         81 |          0 |         15 |         96 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\cart\favorite\favorite.component.html                                      | HTML       |         37 |         48 |          3 |         88 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\cart\favorite\favorite.component.spec.ts                                   | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\cart\favorite\favorite.component.ts                                        | TypeScript |         67 |          0 |         13 |         80 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\checkout-nav\checkout-nav.component.css                                    | CSS        |         42 |          0 |          9 |         51 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\checkout-nav\checkout-nav.component.html                                   | HTML       |         36 |          0 |          4 |         40 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\checkout-nav\checkout-nav.component.spec.ts                                | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\checkout-nav\checkout-nav.component.ts                                     | TypeScript |         11 |          0 |          5 |         16 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\checkout-page\checkout-page.component.css                                  | CSS        |        152 |         11 |         44 |        207 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\checkout-page\checkout-page.component.html                                 | HTML       |        144 |        112 |         12 |        268 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\checkout-page\checkout-page.component.spec.ts                              | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\checkout-page\checkout-page.component.ts                                   | TypeScript |        278 |         10 |         60 |        348 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\footer\footer.component.css                                                | CSS        |         81 |          0 |         20 |        101 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\footer\footer.component.html                                               | HTML       |        586 |          0 |          4 |        590 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\footer\footer.component.spec.ts                                            | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\footer\footer.component.ts                                                 | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\homepage\homepage.component.css                                            | CSS        |        614 |          6 |        141 |        761 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\homepage\homepage.component.html                                           | HTML       |        158 |         60 |         54 |        272 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\homepage\homepage.component.spec.ts                                        | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\homepage\homepage.component.ts                                             | TypeScript |         95 |          0 |         32 |        127 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\log-in\log-in.component.css                                                | CSS        |         67 |          0 |         18 |         85 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\log-in\log-in.component.html                                               | HTML       |         42 |         49 |         15 |        106 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\log-in\log-in.component.spec.ts                                            | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\log-in\log-in.component.ts                                                 | TypeScript |         89 |          8 |         26 |        123 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\my-orders\my-orders.component.css                                          | CSS        |        111 |          6 |         27 |        144 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\my-orders\my-orders.component.html                                         | HTML       |        178 |          0 |         22 |        200 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\my-orders\my-orders.component.spec.ts                                      | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\my-orders\my-orders.component.ts                                           | TypeScript |         60 |          0 |         12 |         72 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\navbar\navbar.component.css                                                | CSS        |        333 |         26 |         92 |        451 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\navbar\navbar.component.html                                               | HTML       |        337 |         89 |         30 |        456 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\navbar\navbar.component.spec.ts                                            | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\navbar\navbar.component.ts                                                 | TypeScript |        295 |         28 |        111 |        434 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\next.directive.spec.ts                                                     | TypeScript |          7 |          0 |          2 |          9 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\next.directive.ts                                                          | TypeScript |         14 |          0 |         13 |         27 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\order-completed\order-completed.component.css                              | CSS        |        105 |          0 |         14 |        119 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\order-completed\order-completed.component.html                             | HTML       |         32 |          0 |          2 |         34 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\order-completed\order-completed.component.spec.ts                          | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\order-completed\order-completed.component.ts                               | TypeScript |         23 |          0 |          9 |         32 |
